Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
bze40r,Lanna,Tunniclisse,Female,4,Portugal,Trenton Mercer Airport,US,United States,NAM,North America,6/25/2022,TTN,Lanna Tunniclisse,On Time
QMilFz,Moreen,Nerne,Female,7,Portugal,Shire Inda Selassie Airport,ET,Ethiopia,AF,Africa,12/30/2022,SHC,Moreen Nerne,Cancelled
ezb3zv,Karyl,Ashard,Female,30,China,Columbia Gorge Regional the Dalles Municipal Airport,US,United States,NAM,North America,1/18/2022,DLS,Karyl Ashard,Delayed
WfEp2i,Cele,Elcott,Female,71,China,Lima Allen County Airport,US,United States,NAM,North America,6/24/2022,AOH,Cele Elcott,Cancelled
tfpnoq,Wit,McChruiter,Male,37,Democratic Republic of the Congo,Malalaua Airport,PG,Papua New Guinea,OC,Oceania,7/27/2022,MLQ,Wit McChruiter,On Time
6Ww6kR,Levin,Zavattieri,Male,60,Czech Republic,Pescara International Airport,IT,Italy,EU,Europe,11/18/2022,PSR,Levin Zavattieri,Delayed
CbkKJj,Isabella,Daspar,Female,16,Indonesia,Zachar Bay Seaplane Base,US,United States,NAM,North America,7/24/2022,KZB,Isabella Daspar,Delayed
kiid8u,Cristiano,Keach,Male,49,Indonesia,Sialum Airport,PG,Papua New Guinea,OC,Oceania,4/23/2022,SXA,Cristiano Keach,Cancelled
xnC5zw,Iormina,Lassetter,Female,43,Indonesia,Bairnsdale Airport,AU,Australia,OC,Oceania,8/11/2022,BSJ,Iormina Lassetter,On Time
6AyWzw,Don,Snepp,Male,20,China,Tandag Airport,PH,Philippines,AS,Asia,11/3/2022,TDG,Don Snepp,Delayed
x2UZyy,Maynard,Tumini,Male,79,Brazil,Santander Airport,ES,Spain,EU,Europe,4/16/2022,SDR,Maynard Tumini,On Time
PPEbNY,Annice,Ivanishev,Female,41,Yemen,Marigot Seaplane Base,MF,Saint Martin (French part),NAM,North America,6/11/2022,MSB,Annice Ivanishev,On Time
UfktK1,Newton,Scarsbrook,Male,66,Ukraine,Maliana Airport,TL,Timor-Leste,AS,Asia,11/24/2022,MPT,Newton Scarsbrook,On Time
iLZZPY,Saw,Tavinor,Male,51,China,Karawari Airstrip,PG,Papua New Guinea,OC,Oceania,3/1/2022,KRJ,Saw Tavinor,Delayed
EZJaVI,Sonnnie,Atkinson,Female,28,Czech Republic,Foula Airfield,GB,United Kingdom,EU,Europe,8/31/2022,FOA,Sonnnie Atkinson,Cancelled
w1Qf5y,Noellyn,Pashenkov,Female,63,Poland,Kahramanmaraş Airport,TR,Turkey,AS,Asia,3/19/2022,KCM,Noellyn Pashenkov,On Time
r3TXr8,Haze,Gabitis,Male,5,China,Cataratas International Airport,BR,Brazil,SAM,South America,1/11/2022,IGU,Haze Gabitis,Delayed
0YGeBy,Nelson,O'Giany,Male,71,Canada,Alberto Delgado Airport,CU,Cuba,NAM,North America,8/9/2022,TND,Nelson O'Giany,Cancelled
eo8Hvr,Arel,Dobby,Male,2,Cuba,Aomori Airport,JP,Japan,AS,Asia,6/1/2022,AOJ,Arel Dobby,Cancelled
lyJJmK,Hobey,Pottes,Male,67,Yemen,Sierra Maestra Airport,CU,Cuba,NAM,North America,5/17/2022,MZO,Hobey Pottes,Delayed
GtNZmx,Tessy,MacVaugh,Female,34,Argentina,Chu Lai International Airport,VN,Viet Nam,AS,Asia,8/21/2022,VCL,Tessy MacVaugh,On Time
YKC2Yu,Franzen,Ferandez,Male,60,China,Canefield Airport,DM,Dominica,NAM,North America,1/12/2022,DCF,Franzen Ferandez,On Time
OBQdQ9,Wynnie,Miko,Female,63,Israel,Lyon-Bron Airport,FR,France,EU,Europe,6/14/2022,LYN,Wynnie Miko,On Time
0LIs4F,Normand,Castagneri,Male,32,Philippines,Treinta y Tres Airport,UY,Uruguay,SAM,South America,10/15/2022,TYT,Normand Castagneri,On Time
6TjgB3,Stormi,Vick,Female,40,Afghanistan,Dalnerechensk Airport,RU,Russian Federation,EU,Europe,7/22/2022,DLR,Stormi Vick,Cancelled
CZrggu,Kenneth,Soonhouse,Male,90,Sweden,Bonito Airport,BR,Brazil,SAM,South America,4/7/2022,BYO,Kenneth Soonhouse,On Time
uQzPPb,Phyllys,Martignon,Female,27,France,Iowa Falls Municipal Airport,US,United States,NAM,North America,1/19/2022,IFA,Phyllys Martignon,Cancelled
WWJtGw,Darci,Howgego,Female,27,China,Kasane Airport,BW,Botswana,AF,Africa,11/13/2022,BBK,Darci Howgego,On Time
CVV0Yd,Laurel,Pabelik,Female,31,Indonesia,Sanfebagar Airport,NP,Nepal,AS,Asia,11/28/2022,FEB,Laurel Pabelik,On Time
7I5qGK,Iain,Storror,Male,30,Morocco,Poplar Hill Airport,CA,Canada,NAM,North America,2/18/2022,YHP,Iain Storror,Delayed
PzT9l4,Ruthie,Richter,Female,23,Pakistan,San Francisco International Airport,US,United States,NAM,North America,11/14/2022,SFO,Ruthie Richter,Cancelled
1UXrgC,Robbie,Jereatt,Female,63,Indonesia,Beja Airport / Airbase,PT,Portugal,EU,Europe,3/7/2022,BYJ,Robbie Jereatt,On Time
Kzu3v0,Rafferty,Dow,Male,18,Canada,Cochrane Airport,CA,Canada,NAM,North America,6/10/2022,YCN,Rafferty Dow,Delayed
moy9SG,Linus,Norquay,Male,29,Indonesia,Hwange (Town) Airport,ZW,Zimbabwe,AF,Africa,8/26/2022,WKI,Linus Norquay,Cancelled
gWYwkv,Say,Gloyens,Male,16,Malaysia,Atyrau Airport,KZ,Kazakhstan,AS,Asia,6/29/2022,GUW,Say Gloyens,On Time
4pfvlt,Issiah,Yesipov,Male,62,Honduras,Los Cerrillos Airport,CL,Chile,SAM,South America,5/30/2022,ULC,Issiah Yesipov,Cancelled
fDx84e,Krissie,Leddie,Female,14,China,Trabzon International Airport,TR,Turkey,AS,Asia,6/26/2022,TZX,Krissie Leddie,Cancelled
sCjDBs,Cosmo,Ambroise,Male,54,Slovakia,Hayward Executive Airport,US,United States,NAM,North America,4/27/2022,HWD,Cosmo Ambroise,Cancelled
Fq9KCh,Delphine,Stubley,Female,20,Russia,Abeche Airport,TD,Chad,AF,Africa,7/24/2022,AEH,Delphine Stubley,On Time
Axm42e,Rubin,Meak,Male,82,Netherlands,Grand Forks Airport,CA,Canada,NAM,North America,1/23/2022,ZGF,Rubin Meak,Cancelled
0R8EH4,Conrad,Reinisch,Male,7,Senegal,Lumi Airport,PG,Papua New Guinea,OC,Oceania,12/16/2022,LMI,Conrad Reinisch,Delayed
TEMc2Y,Jacklyn,McDade,Female,3,Indonesia,Bacău Airport,RO,Romania,EU,Europe,10/14/2022,BCM,Jacklyn McDade,On Time
r8StM3,Adolphus,Benedtti,Male,44,Indonesia,Craig Moffat Airport,US,United States,NAM,North America,1/5/2022,CIG,Adolphus Benedtti,Cancelled
oGx42K,Dorice,Culpin,Female,15,Russia,La Esperanza Airport,HN,Honduras,NAM,North America,5/22/2022,LEZ,Dorice Culpin,Cancelled
V9d3DP,Arlene,Cretney,Female,24,Russia,Amsterdam Airport Schiphol,NL,Netherlands,EU,Europe,12/14/2022,AMS,Arlene Cretney,Delayed
YsiCVg,Berkly,Rubert,Male,38,Slovenia,Jacksonville Executive at Craig Airport,US,United States,NAM,North America,2/20/2022,CRG,Berkly Rubert,Cancelled
GmaLMj,Meara,Ghilardini,Female,6,Poland,Oakland County International Airport,US,United States,NAM,North America,8/16/2022,PTK,Meara Ghilardini,On Time
dC4vh4,Fletch,Anselmi,Male,27,Ukraine,Pirapora Airport,BR,Brazil,SAM,South America,6/19/2022,PIV,Fletch Anselmi,Cancelled
AIssF7,Willy,Longmate,Male,48,Mexico,Honinabi Airport,PG,Papua New Guinea,OC,Oceania,1/11/2022,HNN,Willy Longmate,Delayed
HhyzB9,Joscelin,Geroldi,Female,57,Philippines,Olsztyn-Mazury Airport,PL,Poland,EU,Europe,5/20/2022,SZY,Joscelin Geroldi,Delayed
4Snwi9,Linnea,Gummory,Female,50,Poland,Brandon Municipal Airport,CA,Canada,NAM,North America,12/24/2022,YBR,Linnea Gummory,Cancelled
WO9dhI,Judy,Dowears,Female,69,France,Igaliku Heliport,GL,Greenland,EU,Europe,5/11/2022,QFX,Judy Dowears,Cancelled
Bl5HWd,Corrina,Piele,Female,73,Sweden,Anuradhapura Air Force Base,LK,Sri Lanka,AS,Asia,2/28/2022,ACJ,Corrina Piele,On Time
LTXQvF,Priscilla,Wilde,Female,54,China,Jeju International Airport,KR,"Korea, Republic of",AS,Asia,3/28/2022,CJU,Priscilla Wilde,On Time
zgp3uL,Dyann,Semper,Female,75,Poland,Ivalo Airport,FI,Finland,EU,Europe,3/31/2022,IVL,Dyann Semper,Delayed
duEZwg,Sutton,McHardy,Male,43,Indonesia,Chillagoe Airport,AU,Australia,OC,Oceania,11/8/2022,LLG,Sutton McHardy,Delayed
ihwYYw,Emilio,Mathonnet,Male,18,China,Blissville Airport,CA,Canada,NAM,North America,4/27/2022,YYS,Emilio Mathonnet,Cancelled
2SE916,Dyan,Lorie,Female,40,Philippines,Lenawee County Airport,US,United States,NAM,North America,3/14/2022,ADG,Dyan Lorie,Delayed
SI1mYV,Vivi,Palluschek,Female,33,Egypt,Tatitlek Airport,US,United States,NAM,North America,6/19/2022,TEK,Vivi Palluschek,On Time
G6rRXy,Dukie,Skerrett,Male,40,Madagascar,Maués Airport,BR,Brazil,SAM,South America,2/26/2022,MBZ,Dukie Skerrett,On Time
xqGNuS,Tripp,Brotherwood,Male,14,Indonesia,Terapo Airport,PG,Papua New Guinea,OC,Oceania,7/23/2022,TEO,Tripp Brotherwood,Cancelled
bvMPIC,Tab,Nodin,Male,66,China,Teslin Airport,CA,Canada,NAM,North America,7/11/2022,YZW,Tab Nodin,On Time
Z9PhUD,Derk,Sifleet,Male,62,Macedonia,Eastern WV Regional Airport/Shepherd Field,US,United States,NAM,North America,11/25/2022,MRB,Derk Sifleet,Delayed
9pwqwo,Kassey,Dayborne,Female,22,Belarus,Shakhtyorsk Airport,RU,Russian Federation,EU,Europe,10/30/2022,EKS,Kassey Dayborne,Delayed
S8Jeky,Waite,Paladini,Male,33,Philippines,Knox County Regional Airport,US,United States,NAM,North America,1/22/2022,RKD,Waite Paladini,Delayed
8bz8iq,Cosetta,Innocent,Female,19,Russia,Serui Airport,ID,Indonesia,AS,Asia,7/5/2022,ZRI,Cosetta Innocent,On Time
GuafSc,Grange,MacArthur,Male,16,Greece,Ann Arbor Municipal Airport,US,United States,NAM,North America,7/1/2022,ARB,Grange MacArthur,Delayed
YDrc7q,Cornell,O'Keenan,Male,33,Czech Republic,Bourges Airport,FR,France,EU,Europe,2/28/2022,BOU,Cornell O'Keenan,Cancelled
wVjzGk,Giovanni,Caren,Male,16,Indonesia,Tubuai Airport,PF,French Polynesia,OC,Oceania,7/27/2022,TUB,Giovanni Caren,Delayed
jTBcT1,Beltran,Tinsley,Male,70,Tunisia,Xuzhou Guanyin Airport,CN,China,AS,Asia,6/27/2022,XUZ,Beltran Tinsley,Delayed
RCsTwE,Eddy,Lanyon,Female,61,Indonesia,Bamburi Airport,KE,Kenya,AF,Africa,9/4/2022,BMQ,Eddy Lanyon,Cancelled
oqPtxH,Cinnamon,Felgat,Female,75,Nepal,Angers-Loire Airport,FR,France,EU,Europe,8/14/2022,ANE,Cinnamon Felgat,On Time
fWy4Pi,Candace,Van Dalen,Female,32,Argentina,White Mountain Airport,US,United States,NAM,North America,8/31/2022,WMO,Candace Van Dalen,Cancelled
4cbFW9,Brittaney,Mathouse,Female,37,Egypt,Hola Airport,KE,Kenya,AF,Africa,12/18/2022,HOA,Brittaney Mathouse,Delayed
D6ziPa,Nappy,Sexon,Male,56,North Korea,Inyokern Airport,US,United States,NAM,North America,1/17/2022,IYK,Nappy Sexon,On Time
lzoy4F,Nessi,Wombwell,Female,56,United States,Vitória da Conquista Airport,BR,Brazil,SAM,South America,5/24/2022,VDC,Nessi Wombwell,Delayed
gR2yRT,Blythe,Martynikhin,Female,63,Ukraine,Tucumcari Municipal Airport,US,United States,NAM,North America,11/2/2022,TCC,Blythe Martynikhin,On Time
QHecOk,Micah,Fraser,Male,31,Indonesia,Pilot Point Airport,US,United States,NAM,North America,4/30/2022,PIP,Micah Fraser,Delayed
dhC8r1,Rania,De Hoogh,Female,62,Canada,Banz Airport,PG,Papua New Guinea,OC,Oceania,6/2/2022,BNZ,Rania De Hoogh,Delayed
VS4p3A,Monti,Bramley,Male,70,China,Prešov Air Base,SK,Slovakia,EU,Europe,3/8/2022,POV,Monti Bramley,Delayed
4DP5JH,Gwendolyn,Powles,Female,66,Uzbekistan,Oro Negro Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,10/5/2022,CBS,Gwendolyn Powles,On Time
r2tjpq,Ettie,Wathan,Female,90,China,Zachar Bay Seaplane Base,US,United States,NAM,North America,1/4/2022,KZB,Ettie Wathan,Delayed
WEajvK,Lucius,Colbert,Male,29,Ethiopia,Lintsang Airfield,CN,China,AS,Asia,10/20/2022,LNJ,Lucius Colbert,Cancelled
FQUAQR,Deva,Richemont,Female,77,Japan,Orlando Bezerra de Menezes Airport,BR,Brazil,SAM,South America,9/18/2022,JDO,Deva Richemont,Cancelled
zl9bsF,Andrus,Passmore,Male,87,Costa Rica,Hazyview Airport,ZA,South Africa,AF,Africa,6/25/2022,HZV,Andrus Passmore,On Time
lhPp42,Warren,Skpsey,Male,54,Portugal,El Mirador Airport,CL,Chile,SAM,South America,11/21/2022,PUX,Warren Skpsey,Cancelled
FBHiun,Judd,Raimbauld,Male,56,Peru,Verkhnevilyuisk Airport,RU,Russian Federation,AS,Asia,8/8/2022,VHV,Judd Raimbauld,Cancelled
oUOPi2,La verne,McGookin,Female,49,China,Kupiano Airport,PG,Papua New Guinea,OC,Oceania,2/23/2022,KUP,La verne McGookin,On Time
NQm4GI,Glyn,Hawarden,Male,48,Ukraine,Chicago O'Hare International Airport,US,United States,NAM,North America,9/26/2022,ORD,Glyn Hawarden,Delayed
901Lkd,Kippie,Roddy,Female,23,China,Ramon Air Base,IL,Israel,AS,Asia,6/6/2022,MIP,Kippie Roddy,On Time
PjbtXJ,Clare,Stilling,Male,55,Poland,Katiu Airport,PF,French Polynesia,OC,Oceania,4/25/2022,KXU,Clare Stilling,On Time
W0nJmS,Helene,Mulford,Female,12,Indonesia,Atkamba Airport,PG,Papua New Guinea,OC,Oceania,6/6/2022,ABP,Helene Mulford,Cancelled
QbQFru,Al,Stedall,Male,16,China,Chadron Municipal Airport,US,United States,NAM,North America,11/18/2022,CDR,Al Stedall,Cancelled
W3dHyU,Darlleen,Hiorn,Female,43,China,Dawei Airport,MM,Myanmar,AS,Asia,2/25/2022,TVY,Darlleen Hiorn,Cancelled
NSVtNf,Floris,Spatarul,Female,28,Sweden,Humberto Ghizzo Bortoluzzi Regional Airport,BR,Brazil,SAM,South America,12/13/2022,JJG,Floris Spatarul,Cancelled
zGJ1ya,Marshall,Christiensen,Male,60,Poland,Atkamba Airport,PG,Papua New Guinea,OC,Oceania,5/28/2022,ABP,Marshall Christiensen,Cancelled
aUyo5n,Cathee,Klimas,Female,28,Russia,Smyrna Airport,US,United States,NAM,North America,7/20/2022,MQY,Cathee Klimas,Delayed
KuRwey,Birch,Nuttey,Male,9,Sweden,Pierrefonds Airport,RE,Réunion,AF,Africa,12/10/2022,ZSE,Birch Nuttey,Delayed
9nnXMD,Gay,Tithacott,Male,70,Philippines,Bowers Field,US,United States,NAM,North America,9/3/2022,ELN,Gay Tithacott,On Time
Y0giMv,Britt,Percifull,Male,17,Colombia,Goose Bay Airport,CA,Canada,NAM,North America,3/20/2022,YYR,Britt Percifull,On Time
Nsgwmk,Kinna,Gumbrell,Female,4,Serbia,Tessenei Airport,ER,Eritrea,AF,Africa,3/22/2022,TES,Kinna Gumbrell,Delayed
YI8fDd,Faythe,Wynter,Female,18,Nigeria,Mara Lodges Airport,KE,Kenya,AF,Africa,11/8/2022,MRE,Faythe Wynter,On Time
Z7b1by,Marve,Dran,Male,51,China,Lathrop Wells Airport / Jackass Aeropark,US,United States,NAM,North America,2/10/2022,LTH,Marve Dran,On Time
JyS7VZ,Willette,Inde,Female,20,Indonesia,Bomar Field Shelbyville Municipal Airport,US,United States,NAM,North America,5/8/2022,SYI,Willette Inde,On Time
zqt5gN,Latisha,Meikle,Female,22,France,Colonia Sarmiento Airport,AR,Argentina,SAM,South America,7/12/2022,OLN,Latisha Meikle,Cancelled
0Yw7No,Patsy,New,Male,67,Russia,Dikson Airport,RU,Russian Federation,AS,Asia,11/23/2022,DKS,Patsy New,Cancelled
4OpoP9,Tawnya,Stather,Female,20,Indonesia,Usina Mandu Airport,BR,Brazil,SAM,South America,11/18/2022,0,Tawnya Stather,Cancelled
YkybQt,Sheffield,Sneden,Male,39,Jordan,Grosseto Air Base,IT,Italy,EU,Europe,9/22/2022,GRS,Sheffield Sneden,On Time
V5LQIg,Pieter,Rogeron,Male,70,Argentina,Summit Airport,US,United States,NAM,North America,10/29/2022,UMM,Pieter Rogeron,Delayed
vOCouC,Berenice,Saterweyte,Female,76,Sweden,San Miguel Airport,PA,Panama,NAM,North America,6/15/2022,NMG,Berenice Saterweyte,On Time
n2DMHN,Ermin,Dubique,Male,89,Portugal,Arxan Yi'ershi Airport,CN,China,AS,Asia,12/9/2022,YIE,Ermin Dubique,Delayed
I367pH,Morena,Quadrio,Female,36,China,Thomasville Regional Airport,US,United States,NAM,North America,3/9/2022,TVI,Morena Quadrio,Delayed
dgfuJk,Alissa,Regglar,Female,85,China,Bradley International Airport,US,United States,NAM,North America,11/17/2022,BDL,Alissa Regglar,On Time
fBanVO,Glenn,McAdam,Male,58,Cameroon,Sarh Airport,TD,Chad,AF,Africa,4/16/2022,SRH,Glenn McAdam,Cancelled
fZdUxU,Laughton,Winborn,Male,7,China,San Juan De Uraba Airport,CO,Colombia,SAM,South America,8/8/2022,SJR,Laughton Winborn,Cancelled
Gi5mr4,Eryn,Mabbett,Female,67,China,Tangará da Serra Airport,BR,Brazil,SAM,South America,12/14/2022,TGQ,Eryn Mabbett,Cancelled
YDXnBB,Jeffry,Jacop,Male,66,Canada,Fullerton Municipal Airport,US,United States,NAM,North America,3/16/2022,FUL,Jeffry Jacop,Cancelled
22j8gz,Gerri,Rippingale,Male,64,Bolivia,Bisbee Municipal Airport,US,United States,NAM,North America,4/2/2022,BSQ,Gerri Rippingale,On Time
godo0R,Sayer,Gosden,Male,5,United States,Am Timan Airport,TD,Chad,AF,Africa,8/27/2022,AMC,Sayer Gosden,Delayed
SoQ2JH,Jodee,Henkmann,Female,43,Sweden,Angelina County Airport,US,United States,NAM,North America,9/16/2022,LFK,Jodee Henkmann,On Time
LxHljT,Carree,Alsop,Female,9,Cameroon,Kengtung Airport,MM,Myanmar,AS,Asia,12/13/2022,KET,Carree Alsop,On Time
qQBRMg,Henrik,Hessenthaler,Male,31,Maldives,North Island Naval Air Station-Halsey Field,US,United States,NAM,North America,8/28/2022,NZY,Henrik Hessenthaler,Cancelled
LDLCzQ,Grannie,Manwell,Male,84,Canada,Mutare Airport,ZW,Zimbabwe,AF,Africa,2/28/2022,UTA,Grannie Manwell,Cancelled
657oju,Tades,Lambersen,Male,67,Croatia,Pula Airport,HR,Croatia,EU,Europe,3/24/2022,PUY,Tades Lambersen,Delayed
VYLNdc,Rik,Getty,Male,35,Laos,Fillmore Municipal Airport,US,United States,NAM,North America,8/25/2022,FIL,Rik Getty,Delayed
usJcaO,Seymour,Feaks,Male,42,China,San Tomé Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,4/28/2022,SOM,Seymour Feaks,Cancelled
aPxzFh,Baudoin,Burdess,Male,90,Indonesia,Surin Airport,TH,Thailand,AS,Asia,6/22/2022,PXR,Baudoin Burdess,On Time
PpniiP,Cristie,Dannell,Female,1,Poland,Melilla Airport,ES,Spain,EU,Europe,5/30/2022,MLN,Cristie Dannell,Cancelled
qa1KwZ,Spence,Reddyhoff,Male,41,Mongolia,Luhansk International Airport,UA,Ukraine,EU,Europe,5/4/2022,VSG,Spence Reddyhoff,Cancelled
71dPRB,Bryn,Withringten,Female,7,Egypt,Sheppard Air Force Base-Wichita Falls Municipal Airport,US,United States,NAM,North America,7/30/2022,SPS,Bryn Withringten,Cancelled
qgyezM,Freeman,Cloutt,Male,64,Thailand,Holloman Air Force Base,US,United States,NAM,North America,9/11/2022,HMN,Freeman Cloutt,On Time
8DgzXr,Dolli,Prisk,Female,76,North Korea,Batangafo Airport,CF,Central African Republic,AF,Africa,8/17/2022,BTG,Dolli Prisk,Delayed
cZLxhr,Kass,Mains,Female,15,Vietnam,Land's End Airport,GB,United Kingdom,EU,Europe,2/28/2022,LEQ,Kass Mains,Delayed
iqfkdD,Filmer,Easen,Male,18,Portugal,La Pedrera Airport,CO,Colombia,SAM,South America,3/12/2022,LPD,Filmer Easen,On Time
hSi8UA,Sauveur,Beacock,Male,2,Portugal,Qianjiang Wulingshan Airport,CN,China,AS,Asia,12/15/2022,JIQ,Sauveur Beacock,On Time
edxx7n,Corie,Meneur,Female,1,Brazil,Sendai Airport,JP,Japan,AS,Asia,8/31/2022,SDJ,Corie Meneur,On Time
3onKqR,Agathe,Polglase,Female,45,United States,Kunming Changshui International Airport,CN,China,AS,Asia,1/8/2022,KMG,Agathe Polglase,Delayed
rJFrLP,Sherman,Elliot,Male,12,Russia,Vangaindrano Airport,MG,Madagascar,AF,Africa,2/21/2022,VND,Sherman Elliot,On Time
JtT21p,Dominick,Antoinet,Male,89,Brazil,Nukutepipi Airport,PF,French Polynesia,OC,Oceania,9/20/2022,NKP,Dominick Antoinet,Cancelled
0wf35x,Ive,Favey,Male,5,Niger,Great Keppel Is Airport,AU,Australia,OC,Oceania,5/10/2022,GKL,Ive Favey,Delayed
XiO45p,Tybi,Ivimy,Female,8,France,Olga Bay Seaplane Base,US,United States,NAM,North America,6/24/2022,KOY,Tybi Ivimy,Delayed
9yhwh3,Maxy,Russen,Female,3,Russia,Juan Manuel Galvez International Airport,HN,Honduras,NAM,North America,7/2/2022,RTB,Maxy Russen,Cancelled
qFZXRl,Ivette,Real,Female,11,China,Kalokol Airport,KE,Kenya,AF,Africa,12/12/2022,KLK,Ivette Real,Delayed
FVF2bB,Giulietta,Scotchford,Female,16,China,Tampa North Aero Park Airport,US,United States,NAM,North America,10/29/2022,KYO,Giulietta Scotchford,On Time
oLNfuX,Christie,Dron,Male,42,Indonesia,Hood Airport,NZ,New Zealand,OC,Oceania,5/22/2022,MRO,Christie Dron,Delayed
UzzxRQ,Katee,Dumblton,Female,23,Sweden,Santa Ana Del Yacuma Airport,BO,"Bolivia, Plurinational State of",SAM,South America,11/24/2022,SBL,Katee Dumblton,Delayed
Ur4cAB,Mill,Woltering,Male,69,China,Ayacucho Airport,CO,Colombia,SAM,South America,11/22/2022,AYC,Mill Woltering,Cancelled
hrEOlq,Nicholle,Breffit,Female,24,Haiti,Yancheng Airport,CN,China,AS,Asia,12/30/2022,YNZ,Nicholle Breffit,Cancelled
Yhre62,Norman,Bodimeade,Male,53,Venezuela,Seletar Airport,SG,Singapore,AS,Asia,12/7/2022,XSP,Norman Bodimeade,On Time
GtpaQc,Bridgette,Gallop,Female,24,China,Warraber Island Airport,AU,Australia,OC,Oceania,4/2/2022,SYU,Bridgette Gallop,On Time
aXAsmn,Rory,Brinkman,Female,88,China,Splane Memorial Airport,US,United States,NAM,North America,3/17/2022,OIL,Rory Brinkman,Cancelled
zSuruc,Laurens,Bevis,Male,11,Thailand,Tununak Airport,US,United States,NAM,North America,12/29/2022,TNK,Laurens Bevis,Delayed
xkpS12,Ursula,Burbage,Female,55,Indonesia,Blaise Diagne International Airport,SN,Senegal,AF,Africa,11/23/2022,DSS,Ursula Burbage,Delayed
jfKjaz,Drona,Klemke,Female,46,Portugal,Bar River Airport,CA,Canada,NAM,North America,7/21/2022,YEB,Drona Klemke,On Time
vE08jb,Monika,Keefe,Female,65,China,Elorza Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,4/13/2022,EOZ,Monika Keefe,On Time
R2LOF4,Quinlan,Geator,Male,12,United States,Matsu Nangan Airport,TW,"Taiwan, Province of China",AS,Asia,6/12/2022,LZN,Quinlan Geator,Delayed
NnMQ9C,Maison,Zupone,Male,64,Portugal,Roland Garros Airport,RE,Réunion,AF,Africa,2/6/2022,RUN,Maison Zupone,On Time
8s3QGZ,Shaylah,Cowen,Female,1,China,Big Spring Mc Mahon-Wrinkle Airport,US,United States,NAM,North America,8/15/2022,HCA,Shaylah Cowen,Delayed
EVIUSV,Jannelle,Annis,Female,11,Russia,Votuporanga Airport,BR,Brazil,SAM,South America,2/8/2022,VOT,Jannelle Annis,Cancelled
qJNIq0,Robena,Bayns,Female,63,Pakistan,Charles M. Schulz Sonoma County Airport,US,United States,NAM,North America,3/16/2022,STS,Robena Bayns,On Time
f0EjNJ,Vito,Possel,Male,11,Denmark,Elelim Airport,ID,Indonesia,AS,Asia,5/23/2022,ELR,Vito Possel,Delayed
k6jK0D,Burr,Izaks,Male,26,Poland,Maewo-Naone Airport,VU,Vanuatu,OC,Oceania,6/4/2022,MWF,Burr Izaks,Cancelled
nxfryX,Betta,Hissie,Female,88,Norway,Drummond Airport,US,United States,NAM,North America,8/1/2022,DRU,Betta Hissie,Cancelled
8aD6XL,Ram,Ibotson,Male,44,France,Inhambane Airport,MZ,Mozambique,AF,Africa,1/16/2022,INH,Ram Ibotson,On Time
6eVX1c,Ettore,Blacklidge,Male,37,Philippines,San Jose Airport,PH,Philippines,AS,Asia,10/21/2022,SJI,Ettore Blacklidge,On Time
CCKrZ6,Leah,Pomfrett,Female,88,Portugal,Saposoa Airport,PE,Peru,SAM,South America,3/16/2022,SQU,Leah Pomfrett,Cancelled
9wVzmV,Sterling,Facey,Male,83,China,El Daein Airport,SD,Sudan,AF,Africa,11/8/2022,ADV,Sterling Facey,On Time
PAlMfX,Harland,Stooke,Male,62,Canada,Rennes-Saint-Jacques Airport,FR,France,EU,Europe,12/26/2022,RNS,Harland Stooke,Delayed
fS6qwD,Trevar,Steaning,Male,60,Russia,Lekana Airport,CG,Congo,AF,Africa,4/27/2022,LKC,Trevar Steaning,Delayed
UM3L9b,Hillel,Filochov,Male,71,Kazakhstan,Island Lake Airport,CA,Canada,NAM,North America,6/19/2022,YIV,Hillel Filochov,On Time
gVTJeO,Sam,Doreward,Female,60,China,Edmonton City Centre (Blatchford Field) Airport,CA,Canada,NAM,North America,12/23/2022,YXD,Sam Doreward,On Time
PAUlxl,Claudianus,Halsey,Male,81,Yemen,Mornington Island Airport,AU,Australia,OC,Oceania,11/9/2022,ONG,Claudianus Halsey,Delayed
UtXka3,Allianora,Brownsword,Female,42,Mongolia,Manono Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,5/17/2022,MNO,Allianora Brownsword,Cancelled
6Bzn1n,Tandy,Smaleman,Female,5,Philippines,Krainiy Airport,KZ,Kazakhstan,AS,Asia,6/22/2022,BXY,Tandy Smaleman,Cancelled
kkNIpT,Carey,Jossel,Female,73,United States,Carpentaria Downs Airport,AU,Australia,OC,Oceania,7/1/2022,CFP,Carey Jossel,On Time
NW89iu,Matthew,McCurdy,Male,27,Thailand,Fleetlands Heliport,GB,United Kingdom,EU,Europe,9/21/2022,PME,Matthew McCurdy,Delayed
nIxWTV,Nester,O'Rourke,Male,8,China,Jieyang Chaoshan International Airport,CN,China,AS,Asia,3/18/2022,SWA,Nester O'Rourke,On Time
HJY71b,Aleece,Cleere,Female,63,Portugal,Miles Airport,AU,Australia,OC,Oceania,2/12/2022,WLE,Aleece Cleere,On Time
